strategy_id,token_symbol,token_address,entry_price,exit_price,pnl_percent,profit,fees_paid,duration_seconds,exit_reason,entry_confidence,timestamp
Bot_308,DRINK,F1hwDNVAkaVTKLgs1vGs5MVQHXArQ7gXQZcQ5pbvpump,7309.226622941234,6306.577570455897,-18.743740943692462,-0.09653026586001617,0.027942362911545893,5.986614,SellCategory.STOP_LOSS: Down 13.7% from entry ($7309 => $6307),67.89999999999999,2026-02-23T23:51:57.474997+00:00
Bot_473,DRINK,F1hwDNVAkaVTKLgs1vGs5MVQHXArQ7gXQZcQ5pbvpump,7309.226622941234,6306.577570455897,-18.743740943692462,-0.19306053172003235,0.055884725823091785,5.986821,SellCategory.STOP_LOSS: Down 13.7% from entry ($7309 => $6307),54.5,2026-02-23T23:51:57.475996+00:00
Bot_376,DRINK,F1hwDNVAkaVTKLgs1vGs5MVQHXArQ7gXQZcQ5pbvpump,6755.2532880878525,6026.540007653267,-15.984209878684224,-0.08231868087522376,0.028381896467776585,4.085945,SellCategory.STOP_LOSS: Down 10.8% from entry ($6755 => $6027),65.6,2026-02-23T23:51:59.470366+00:00
Bot_084,DRINK,F1hwDNVAkaVTKLgs1vGs5MVQHXArQ7gXQZcQ5pbvpump,6025.786091476285,5326.091664991511,-16.7605052360903,-0.08631660196586505,0.028258249423736132,3.21078,SellCategory.STOP_LOSS: Down 11.6% from entry ($6026 => $5326),69.2,2026-02-23T23:52:33.148894+00:00
Bot_383,john,38BWYnPbxVJFoPDscuR6kru1oa9Lgq7gmxEdNNUgpump,19599.282188437188,31927.443509907876,53.41170223774583,0.27507026652439104,0.03943516288219766,41.177358,SellCategory.TAKE_PROFIT: Curve Completion: Hit 100.0% (Target: 98.0%),50.699999999999996,2026-02-23T23:52:50.353061+00:00
Bot_106,DRINK,F1hwDNVAkaVTKLgs1vGs5MVQHXArQ7gXQZcQ5pbvpump,7309.226622941234,5247.6972131703715,-32.386743929067364,-0.16679173123469693,0.025769327899957825,67.627976,SellCategory.MAX_HOLD_TIME: Held for 1.1 minutes,53.8,2026-02-23T23:52:59.115381+00:00
Bot_171,Isaiah,7kYFLDdod8Z22aorvYfcFQEpSrrapg4gHtXcPd9hpump,7855.4753435548155,7075.259833838396,-15.178795882499577,-0.07817079879487282,0.028510181480570943,0.718384,SellCategory.SECURITY_FAILED: Bundled 48.2% (max 48.2%),51.1,2026-02-23T23:53:38.116423+00:00
Bot_319,Isaiah,7kYFLDdod8Z22aorvYfcFQEpSrrapg4gHtXcPd9hpump,7855.4753435548155,7075.259833838396,-15.178795882499577,-0.15634159758974564,0.057020362961141886,0.72041,SellCategory.SECURITY_FAILED: Bundled 48.2% (max 48.2%),70.2,2026-02-23T23:53:38.118915+00:00
Bot_375,Isaiah,7kYFLDdod8Z22aorvYfcFQEpSrrapg4gHtXcPd9hpump,7397.939727088024,7075.259833838396,-9.932913468338299,-0.051154504361942243,0.029345736978496628,0.127627,SellCategory.SECURITY_FAILED: Bundled 48.2% (max 47.4%),62.199999999999996,2026-02-23T23:53:38.120142+00:00
Bot_376,Isaiah,7kYFLDdod8Z22aorvYfcFQEpSrrapg4gHtXcPd9hpump,7828.572872164659,7045.245527935624,-15.248373053870742,-0.07852912122743433,0.02849909934348141,1.013663,SellCategory.STOP_LOSS: Down 10.0% from entry ($7829 => $7045),65.6,2026-02-23T23:53:38.194123+00:00
Bot_086,Isaiah,7kYFLDdod8Z22aorvYfcFQEpSrrapg4gHtXcPd9hpump,7828.572872164659,6524.700680876164,-21.51032978934313,-0.1107781984151171,0.02750170520365617,3.69896,SellCategory.STOP_LOSS: Down 16.7% from entry ($7829 => $6525),36.6,2026-02-23T23:53:40.878458+00:00
