         128959544 function calls (128371904 primitive calls) in 467.918 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 socks.py:173(SOCKSProxyManager)
        1    0.000    0.000    0.000    0.000 __init__.py:2704(Button)
        4    0.000    0.000    0.000    0.000 shared_utils.py:111(is_windows)
        1    0.000    0.000    0.000    0.000 confidence_mixin.py:146(ActivityConfidenceMixin)
        1    0.000    0.000    0.000    0.000 __init__.py:322(PackagePath)
        1    0.000    0.000    0.000    0.000 ssl.py:170(_TLSContentType)
        2    0.000    0.000    0.000    0.000 contextlib.py:355(__init__)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1408(exec_module)
        1    0.000    0.000    0.000    0.000 six.py:85(_import_module)
        1    0.000    0.000    0.000    0.000 session.py:22(UserPromptHandlerType)
        1    0.000    0.000    0.000    0.000 cdp.py:9(CDPObject)
        1    0.000    0.000    0.000    0.000 pprint.py:80(_safe_key)
        1    0.000    0.000    0.000    0.000 tasks.py:702(_GatheringFuture)
        1    0.000    0.000    0.000    0.000 argparse.py:118(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 parse.py:190(_NetlocResultMixinStr)
        3    0.000    0.000    0.000    0.000 config.py:220(user_data_dir)
        1    0.000    0.000    0.000    0.000 minidom.py:1412(DOMImplementation)
        1    0.000    0.000    0.000    0.000 loader.py:22(_FailedTest)
        1    0.000    0.000    0.000    0.000 _base_connection.py:12(ProxyConfig)
        2    0.000    0.000    0.000    0.000 {method '__exit__' of 'posix.ScandirIterator' objects}
        1    0.000    0.000    0.000    0.000 idna.py:154(Codec)
        1    0.000    0.000    0.000    0.000 selectors.py:60(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 connection.py:40(ProtocolException)
        1    0.000    0.000    0.000    0.000 socks.py:214(_BaseSocket)
        1    0.000    0.000    0.000    0.000 ttk.py:1574(OptionMenu)
        2    0.000    0.000    0.000    0.000 selector_events.py:838(set_protocol)
        1    0.000    0.000    0.000    0.000 __future__.py:81(_Feature)
        1    0.000    0.000    0.000    0.000 _api_structures.py:63(FloatRect)
        1    0.000    0.000    0.000    0.000 drawable.py:804(Pixmap)
        1    0.000    0.000    0.000    0.000 parser.py:410(Element)
        1    0.000    0.000    0.000    0.000 pathlib.py:179(_ParentSelector)
        2    0.000    0.000    0.000    0.000 uri.py:52(user_info)
        1    0.000    0.000    0.000    0.000 constants.py:266(HighCharts)
        1    0.000    0.000    0.000    0.000 browsing_context.py:541(DownloadWillBegin)
        6    0.000    0.000    0.000    0.000 platform.py:836(_unknown_as_blank)
        5    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.000    0.000 _impl_to_api_mapping.py:25(ImplWrapper)
        1    0.000    0.000    0.000    0.000 selectors.py:433(PollSelector)
        1    0.000    0.000    0.000    0.000 readers.py:16(FileReader)
        1    0.000    0.000    0.000    0.000 sbcsgroupprober.py:50(SBCSGroupProber)
        1    0.000    0.000    0.000    0.000 rq.py:224(OddLength)
        1    0.000    0.000    0.000    0.000 exceptions.py:68(WebDriverException)
        1    0.000    0.000    0.000    0.000 print_page_options.py:67(_MarginSettingsDescriptor)
        1    0.000    0.000    0.000    0.000 request.py:601(BaseHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:147(_VersionInfoType)
        1    0.000    0.000    0.000    0.000 exceptions.py:12(RequestException)
        1    0.000    0.000    0.000    0.000 exceptions.py:261(IncompleteRead)
        1    0.000    0.000    0.000    0.000 __init__.py:2285(NullHandler)
        1    0.000    0.000    0.000    0.000 browser.py:25(ClientWindowState)
        1    0.000    0.000    0.000    0.000 {method '_checkClosed' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 rq.py:168(LengthField)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 cursor.py:26(Cursor)
        4    0.000    0.000    0.000    0.000 mobile.py:22(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:806(Filterer)
        1    0.000    0.000    0.000    0.000 chardistribution.py:246(EUCJPDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 __init__.py:157(py_object)
        1    0.000    0.000    0.000    0.000 proxy_list.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sb_cdp.py:3138(Chrome)
        1    0.000    0.000    0.000    0.000 pathlib.py:1415(PosixPath)
        1    0.000    0.000    0.000    0.000 record.py:69(RawField)
        1    0.000    0.000    0.000    0.000 storage.py:514(SignedInt64AsBase10)
        1    0.000    0.000    0.000    0.000 _fetch.py:61(__init__)
        2    0.000    0.000    0.000    0.000 download_helper.py:18(get_downloads_folder)
        1    0.000    0.000    0.000    0.000 rq.py:485(List)
        1    0.000    0.000    0.000    0.000 parse.py:850(_Quoter)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        1    0.000    0.000    0.000    0.000 log.py:75(LogLevel)
        2    0.000    0.000    0.000    0.000 events.py:83(cancelled)
        1    0.000    0.000    0.000    0.000 constants.py:161(MultiBrowser)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2222(IPv6Network)
        3    0.000    0.000    0.000    0.000 streams.py:482(set_transport)
        1    0.000    0.000    0.000    0.000 _base.py:59(_Waiter)
        1    0.000    0.000    0.000    0.000 rq.py:724(ValueList)
        1    0.000    0.000    0.000    0.000 calendar.py:603(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1859(LWPCookieJar)
        1    0.000    0.000    0.000    0.000 queue.py:223(PriorityQueue)
        1    0.000    0.000    0.000    0.000 _exceptions.py:70(WebSocketBadStatusException)
        1    0.000    0.000    0.000    0.000 _windows.py:88(WindowsFileLock)
        1    0.000    0.000    0.000    0.000 client.py:1524(IncompleteRead)
        1    0.000    0.000    0.000    0.000 parser.py:439(Hash)
        1    0.000    0.000    0.000    0.000 _utils.py:91(__init__)
        1    0.000    0.000    0.000    0.000 ttk.py:964(Progressbar)
        3    0.000    0.000    0.000    0.000 display.py:325(get_extension_major)
        1    0.000    0.000    0.000    0.000 timeouts.py:32(_TimeoutsDescriptor)
        1    0.000    0.000    0.000    0.000 jisfreq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 thread.py:190(weakref_cb)
        2    0.000    0.000    0.000    0.000 trsock.py:15(__init__)
        1    0.000    0.000    0.000    0.000 ttk.py:1034(Scale)
        1    0.000    0.000    0.000    0.000 auth.py:76(HTTPBasicAuth)
        4    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 queue.py:206(_init)
        4    0.000    0.000    0.000    0.000 datastructures.py:137(<genexpr>)
        1    0.000    0.000    0.000    0.000 exceptions.py:29(IncompleteReadError)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 options.py:22(_SafariOptionsDescriptor)
        1    0.000    0.000    0.000    0.000 minidom.py:1196(Comment)
        1    0.000    0.000    0.000    0.000 options.py:66(_PageLoadStrategyDescriptor)
        1    0.000    0.000    0.000    0.000 ttk.py:503(Widget)
        1    0.000    0.000    0.000    0.000 file_detector.py:33(UselessFileDetector)
        1    0.000    0.000    0.000    0.000 print_page_options.py:147(__init__)
        1    0.000    0.000    0.000    0.000 shadow_fleet_weather_mixin.py:7(ShadowFleetWeatherMixin)
        1    0.000    0.000    0.000    0.000 case.py:283(_AssertWarnsContext)
        1    0.000    0.000    0.000    0.000 _helper.py:386(RouteHandlerInvocation)
        1    0.000    0.000    0.000    0.000 event.py:56(KeyPress)
        1    0.000    0.000    0.000    0.000 error.py:132(CatchError)
        2    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 csv.py:172(Sniffer)
        1    0.000    0.000    0.000    0.000 pathlib.py:802(PurePosixPath)
        1    0.000    0.000    0.000    0.000 __init__.py:795(_SharedFile)
        1    0.000    0.000    0.000    0.000 runner.py:14(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:334(DocumentLS)
        3    0.000    0.000    0.000    0.000 print_page_options.py:124(__init__)
        1    0.000    0.000    0.000    0.000 _connection.py:245(RootChannelOwner)
        1    0.000    0.000    0.000    0.000 __init__.py:3532(Scale)
        1    0.000    0.000    0.000    0.000 connection.py:891(_WrappedAndVerifiedSocket)
        1    0.000    0.000    0.000    0.000 lock.py:22(_DummyLock)
        1    0.000    0.000    0.000    0.000 __init__.py:213(Event)
        1    0.000    0.000    0.000    0.000 _adapters.py:16(__getattr__)
        1    0.000    0.000    0.000    0.000 _api_structures.py:140(RequestSizes)
        1    0.000    0.000    0.000    0.000 ttk.py:619(Entry)
        1    0.000    0.000    0.000    0.000 _base.py:96(_FirstCompletedWaiter)
        1    0.000    0.000    0.000    0.000 exceptions.py:97(StaleElementReferenceException)
        1    0.000    0.000    0.000    0.000 exceptions.py:157(ElementNotVisibleException)
        1    0.000    0.000    0.000    0.000 __init__.py:95(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 __init__.py:2078(PyZipFile)
        1    0.000    0.000    0.000    0.000 parser.py:138(Class)
        1    0.000    0.000    0.000    0.000 webelement.py:6(WebElement)
        1    0.000    0.000    0.000    0.000 permissions.py:30(PermissionDescriptor)
        2    0.000    0.000    0.000    0.000 sysconfig.py:340(get_preferred_scheme)
        1    0.000    0.000    0.000    0.000 _base_connection.py:19(_ResponseOptions)
        1    0.000    0.000    0.000    0.000 script.py:36(RealmType)
        1    0.000    0.000    0.000    0.000 queue.py:242(LifoQueue)
        1    0.000    0.000    0.000    0.000 easyprocess.py:23(EasyProcessError)
        1    0.000    0.000    0.000    0.000 _connection.py:84(<lambda>)
        1    0.000    0.000    0.000    0.000 client.py:188(HTTPMessage)
        1    0.000    0.000    0.000    0.000 __init__.py:727(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:255(WriteSubprocessPipeProto)
        3    0.000    0.000    0.000    0.000 <frozen codecs>:186(__init__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2546(TypeVarTuple)
        1    0.000    0.000    0.000    0.000 request.py:192(ChunksAndContentLength)
        1    0.000    0.000    0.000    0.000 six.py:178(__init__)
        1    0.000    0.000    0.000    0.000 rq.py:592(Object)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:212(DOMEntityResolver)
        1    0.000    0.000    0.000    0.000 __init__.py:310(CheckedCall)
        1    0.000    0.000    0.000    0.000 xinput.py:171(FP3232)
        2    0.000    0.000    0.000    0.000 tabcompleter.py:13(__init__)
        1    0.000    0.000    0.000    0.000 _utils.py:121(__init__)
        1    0.000    0.000    0.000    0.000 _api.py:55(AcquireReturnProxy)
        1    0.000    0.000    0.000    0.000 abc.py:149(ExecutionLoader)
        1    0.000    0.000    0.000    0.000 client_config.py:35(_ClientConfigDescriptor)
        3    0.000    0.000    0.000    0.000 {method 'with_traceback' of 'BaseException' objects}
        1    0.000    0.000    0.000    0.000 retry.py:33(RequestHistory)
        1    0.000    0.000    0.000    0.000 proxy.py:160(_verify_proxy_type_compatibility)
        1    0.000    0.000    0.000    0.000 request.py:1399(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 shape.py:11(SO)
        1    0.000    0.000    0.000    0.000 minidom.py:636(TypeInfo)
        1    0.000    0.000    0.000    0.000 storage.py:336(Storage)
        1    0.000    0.000    0.000    0.000 confidence_mixin.py:272(ConfidenceMixin)
        1    0.000    0.000    0.000    0.000 _generated.py:21146(APIResponseAssertions)
        1    0.000    0.000    0.000    0.000 _helper.py:118(ParsedMessageParams)
        1    0.000    0.000    0.000    0.000 driver_manager.py:44(DriverContext)
        1    0.000    0.000    0.000    0.000 suite.py:375(_DebugResult)
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:150(_Selector)
        1    0.000    0.000    0.000    0.000 __init__.py:1373(disable)
        1    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 typing_extensions.py:236(__init__)
        1    0.000    0.000    0.000    0.000 bdb.py:864(Tdb)
        1    0.000    0.000    0.000    0.000 cookies.py:103(MockResponse)
        1    0.000    0.000    0.000    0.000 exceptions.py:381(PayloadTooBig)
        2    0.000    0.000    0.000    0.000 shared_utils.py:103(is_mac)
        1    0.000    0.000    0.000    0.000 __init__.py:165(FastLookup)
        1    0.000    0.000    0.000    0.000 __init__.py:548(StringVar)
        1    0.000    0.000    0.000    0.000 datastructures.py:14(MultipleValuesError)
        1    0.000    0.000    0.000    0.000 traceback.py:656(_ExceptionPrintContext)
        1    0.000    0.000    0.000    0.000 __init__.py:1974(XView)
        1    0.000    0.000    0.000    0.000 argparse.py:806(Action)
        1    0.000    0.000    0.000    0.000 request.py:1370(HTTPHandler)
        1    0.000    0.000    0.000    0.000 queues.py:234(LifoQueue)
        1    0.000    0.000    0.000    0.000 constants.py:315(JqueryConfirm)
        2    0.000    0.000    0.000    0.000 __init__.py:102(CFunctionType)
        1    0.000    0.000    0.000    0.000 emulation.py:57(ScreenOrientation)
        1    0.000    0.000    0.000    0.000 browsing_context.py:445(ContextDestroyed)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1783(ParamSpec)
        1    0.000    0.000    0.000    0.000 rq.py:449(String16)
        1    0.000    0.000    0.000    0.000 six.py:129(_LazyModule)
        1    0.000    0.000    0.000    0.000 options.py:25(Log)
        1    0.000    0.000    0.000    0.000 enums.py:10(InputState)
        1    0.000    0.000    0.000    0.000 print_page_options.py:121(_ValidateTypeDescriptor)
